観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最大値(m/s),今日の最大値の品質情報,今日の最大値観測時の風向,今日の最大値観測時の風向の品質情報,今日の最大値起時（時）,今日の最大値起時（分）,今日の最大値起時の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(m/s),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値観測時の風向,昨日までの観測史上1位の値観測時の風向の品質情報,昨日までの観測史上1位の値観測時の年,昨日までの観測史上1位の値観測時の月,昨日までの観測史上1位の値観測時の日,昨日までの8月の1位の値(m/s),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値観測時の風向,昨日までの8月の1位の値観測時の風向の品質情報,昨日までの8月の1位の値観測時の年,昨日までの8月の1位の値観測時の月,昨日までの8月の1位の値観測時の日,統計開始年
35376,山形県,左沢（アテラザワ）,,2022,08,10,17,00,2.4,4,西,4,13,26,4,,,16.0,8,西北西,8,2018,03,02,12,8,///,8,2004,08,31,1976
35426,山形県,山形（ヤマガタ）,47588,2022,08,10,17,00,5.7,4,南西,4,12,36,4,,,21.4,8,南西,8,1957,12,13,15.8,8,南南東,8,1908,08,08,1889
35456,山形県,長井（ナガイ）,,2022,08,10,17,00,3.9,4,南南東,4,00,49,4,,,15,8,西北西,8,2006,04,03,13,8,西,8,2004,08,31,1976
35486,山形県,小国（オグニ）,,2022,08,10,17,00,4.4,4,北北西,4,12,33,4,,,17,8,///,8,1979,03,31,12,8,西,8,2004,08,20,1976
35511,山形県,高畠（タカハタ）,,2022,08,10,17,00,2.1,4,西,4,14,01,4,,,11.3,8,西,8,2012,04,04,8,8,///,8,1981,08,23,1976
35541,山形県,高峰（タカミネ）,,2022,08,10,17,00,3.5,4,南南西,4,01,58,4,,,13,8,西,8,1987,12,17,11,8,///,8,1981,08,23,1976
35552,山形県,米沢（ヨネザワ）,,2022,08,10,17,00,2.6,4,北,4,15,24,4,,,13.9,8,南西,8,2010,01,13,10,8,西,8,2006,08,12,2005
36056,福島県,茂庭（モニワ）,,2022,08,10,17,00,2.0,4,東北東,4,16,33,4,,,12,8,北,8,2007,02,04,7,8,南南西,8,2004,08,05,1992
36066,福島県,梁川（ヤナガワ）,,2022,08,10,17,00,4.0,4,北西,4,14,50,4,,,17.4,8,西北西,8,2017,12,25,12,8,西南西,8,2004,08,20,1976
36106,福島県,桧原（ヒバラ）,,2022,08,10,17,00,3.9,4,西南西,4,12,48,4,,,15.0,8,西南西,8,2021,02,16,10.4,8,東北東,8,2014,08,01,1978
36127,福島県,福島（フクシマ）,47595,2022,08,10,17,00,4.7,4,南南東,4,14,40,4,,,22.9,8,西,8,1959,04,10,16.2,8,南西,8,1905,08,10,1889
36151,福島県,相馬（ソウマ）,,2022,08,10,17,00,4.4,4,北北西,4,15,46,4,,,20,8,西,8,1994,02,22,13,8,西南西,8,1981,08,23,1976
36176,福島県,喜多方（キタカタ）,,2022,08,10,17,00,4.1,4,西,4,13,25,4,,,14.7,8,///,8,2010,03,21,10,8,西,8,1981,08,23,1976
36196,福島県,鷲倉（ワシクラ）,,2022,08,10,17,00,4.2,4,西,4,10,51,4,,,19,8,西北西,8,1993,04,28,15,8,西,8,1981,08,23,1976
36221,福島県,飯舘（イイタテ）,,2022,08,10,17,00,4.4,4,南南西,4,14,27,4,,,18.1,8,西北西,8,2021,04,18,13.3,8,西南西,8,2021,08,10,1976
36251,福島県,西会津（ニシアイヅ）,,2022,08,10,17,00,3.7,4,北西,4,13,28,4,,,12,8,東,8,1982,08,02,12,8,東,8,1982,08,02,1976
36276,福島県,猪苗代（イナワシロ）,,2022,08,10,17,00,5.4,4,西南西,4,13,39,4,,,21.1,8,北東,8,2019,10,12,13.6,8,西,8,2016,08,30,1976
36291,福島県,二本松（ニホンマツ）,,2022,08,10,17,00,5.5,4,南,4,14,24,4,,,16.9,8,西,8,2017,04,19,10.4,8,北,8,2016,08,30,1976
36342,福島県,金山（カネヤマ）,,2022,08,10,17,00,2.6,4,北東,4,14,34,4,,,7.2,8,南西,8,2012,04,03,6.3,8,北北西,8,2016,08,22,2007
36361,福島県,若松（ワカマツ）,47570,2022,08,10,17,00,4.1,4,北北西,4,14,50,4,,,21.4,8,南南東,8,1959,09,27,14.5,8,西,8,1956,08,18,1953
36391,福島県,船引（フネヒキ）,,2022,08,10,17,00,2.5,4,西南西,4,16,16,4,,,12,8,西南西,8,1987,12,17,12,8,南西,8,1982,08,02,1976
36411,福島県,浪江（ナミエ）,,2022,08,10,17,00,3.7,4,南南東,4,13,53,4,,,16.9,8,西南西,8,2010,01,13,10.5,8,北北西,8,2016,08,30,1976
36426,福島県,只見（タダミ）,,2022,08,10,17,00,3.3,4,北西,4,13,50,4,,,10.3,8,西北西,8,2018,03,02,7.5,8,南東,8,2021,08,20,1976
36476,福島県,郡山（コオリヤマ）,,2022,08,10,17,00,5.2,4,西南西,4,15,52,4,,,25,8,西北西,8,2007,01,07,15,8,西北西,8,1981,08,23,1976
36501,福島県,川内（カワウチ）,,2022,08,10,17,00,2.8,4,南西,4,13,15,4,,,11,8,南東,8,1982,08,02,11,8,南東,8,1982,08,02,1976
36536,福島県,南郷（ナンゴウ）,,2022,08,10,17,00,4.9,4,北北西,4,11,42,4,,,16,8,北西,8,1994,02,22,11,8,南東,8,2004,08,31,1976
36562,福島県,湯本（ユモト）,,2022,08,10,17,00,2.3,4,南西,4,15,00,4,,,7,8,西北西,8,2006,12,27,4.6,8,南東,8,2018,08,21,1988
36581,福島県,玉川（タマカワ）,,2022,08,10,17,00,4.6,4,西北西,4,16,03,4,,,19.3,8,南,8,2018,10,01,16.0,8,北北西,8,2016,08,30,2003
36591,福島県,小野新町（オノニイマチ）,,2022,08,10,17,00,2.1,4,南南東,4,12,02,4,,,10,8,北,8,1988,10,13,10,8,南東,8,1988,08,28,1976
36611,福島県,広野（ヒロノ）,,2022,08,10,17,00,4.2,4,南南東,4,13,44,4,,,17,8,西北西,8,1994,02,21,10.7,8,南南東,8,2016,08,22,1976
36641,福島県,田島（タジマ）,,2022,08,10,17,00,5.4,4,南東,4,13,21,4,,,11.2,8,西,8,2012,04,04,8.4,8,南南東,8,2015,08,05,1976
36667,福島県,白河（シラカワ）,47597,2022,08,10,17,00,5.1,4,南南西,4,12,38,4,,,25.5,8,北西,8,2013,03,10,20.2,8,南東,8,1949,08,31,1940
36676,福島県,石川（イシカワ）,,2022,08,10,17,00,3.0,4,西,4,15,28,4,,,13,8,西,8,1979,03,31,10,8,東,8,1982,08,02,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2022,08,10,17,00,4.5,4,北東,4,11,51,4,,,12.0,8,南,8,2021,02,16,8,8,南,8,1981,08,23,1978
36821,福島県,東白川（ヒガシシラカワ）,,2022,08,10,17,00,6.1,4,北北東,4,16,34,4,,,16.4,8,北,8,2013,10,16,11,8,南南東,8,1982,08,02,1976
36836,福島県,山田（ヤマダ）,,2022,08,10,17,00,3.8,4,南南東,4,10,15,4,,,17.5,8,南東,8,2011,09,21,13.2,8,南東,8,2016,08,22,2009
36846,福島県,小名浜（オナハマ）,47598,2022,08,10,17,00,6.5,4,南南西,4,15,50,4,,,28.8,8,南南東,8,2002,10,01,21.9,8,南,8,2016,08,22,1910
40046,茨城県,北茨城（キタイバラキ）,,2022,08,10,17,00,6.3,4,南南西,4,15,23,4,,,20.1,8,南南東,8,2011,09,21,16.0,8,南,8,2016,08,22,1978
40061,茨城県,大子（ダイゴ）,,2022,08,10,17,00,3.8,4,南南東,4,16,39,4,,,12.4,8,南南東,8,2018,10,01,9,8,南東,8,1982,08,02,1978
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2022,08,10,17,00,4.0,4,南南東,4,16,21,4,,,14,8,南南西,8,1979,10,19,10,8,南,8,2004,08,31,1978
40136,茨城県,日立（ヒタチ）,,2022,08,10,17,00,5.0,4,南西,4,11,15,4,,,14,8,西,8,2007,01,07,11.9,8,南,8,2016,08,22,1978
40191,茨城県,笠間（カサマ）,,2022,08,10,17,00,5.9,4,南,4,14,38,4,,,20.6,8,南,8,2018,10,01,12,8,南西,8,1981,08,23,1978
40201,茨城県,水戸（ミト）,47629,2022,08,10,17,00,5.9,4,南西,4,15,52,4,,,28.3,8,北,8,1961,10,10,28.1,8,北北東,8,1939,08,05,1897
40221,茨城県,古河（コガ）,,2022,08,10,17,00,5.2,4,南,4,16,44,4,,,13.1,8,南南東,8,2018,10,01,12,8,東南東,8,1982,08,02,1978
40231,茨城県,下館（シモダテ）,,2022,08,10,17,00,7.4,4,南南東,4,15,30,4,,,19.6,8,南,8,2011,09,21,15.8,8,西南西,8,2016,08,22,2001
40281,茨城県,下妻（シモツマ）,,2022,08,10,17,00,8.2,4,南南東,4,16,33,4,,,20.3,8,南南東,8,2011,09,21,16,8,南東,8,1982,08,02,1978
40311,茨城県,鉾田（ホコタ）,,2022,08,10,17,00,5.7,4,西南西,4,14,59,4,,,15,8,南,8,1979,10,19,13,8,南,8,1985,08,31,1978
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2022,08,10,17,00,7.6,4,南,4,16,08,4,,,26.4,8,北北西,8,1932,11,15,22.6,8,南東,8,1949,08,31,1921
40341,茨城県,土浦（ツチウラ）,,2022,08,10,17,00,5.5,4,南南西,4,14,14,4,,,14.3,8,南南西,8,2018,10,01,11.3,8,南南東,8,2016,08,22,1978
40406,茨城県,鹿嶋（カシマ）,,2022,08,10,17,00,4.7,4,南,4,15,23,4,,,19.2,8,南東,8,2019,09,09,13.6,8,南東,8,2016,08,22,1978
40426,茨城県,龍ケ崎（リュウガサキ）,,2022,08,10,17,00,7.6,4,南西,4,12,19,4,,,23.0,8,東,8,2019,09,09,18.6,8,東南東,8,2016,08,22,1978
41011,栃木県,那須高原（ナスコウゲン）,,2022,08,10,17,00,2.1,4,西北西,4,04,25,4,,,29,8,西北西,8,1980,03,10,25,8,西北西,8,1981,08,23,1977
41076,栃木県,五十里（イカリ）,,2022,08,10,17,00,2.2,4,南南東,4,09,59,4,,,20,8,南,8,1982,08,02,20,8,南,8,1982,08,02,1977
41091,栃木県,黒磯（クロイソ）,,2022,08,10,17,00,5.5,4,北北西,4,13,51,4,,,16,8,西北西,8,1980,03,30,12,8,南東,8,1982,08,02,1977
41116,栃木県,土呂部（ドロブ）,,2022,08,10,17,00,4.2,4,南東,4,11,49,4,,,15,8,///,8,1981,07,17,14,8,東南東,8,1982,08,02,1977
41141,栃木県,大田原（オオタワラ）,,2022,08,10,17,00,5.5,4,北,4,15,34,4,,,18.2,8,西北西,8,2017,04,20,11,8,東南東,8,1982,08,02,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2022,08,10,17,00,6.6,4,西,4,04,11,4,,,23.5,8,西,8,2012,04,04,19.3,8,北東,8,1959,08,14,1944
41171,栃木県,今市（イマイチ）,,2022,08,10,17,00,2.4,4,西,4,15,38,4,,,12,8,西北西,8,1979,03,31,10,8,南東,8,1982,08,02,1978
41181,栃木県,塩谷（シオヤ）,,2022,08,10,17,00,4.0,4,北東,4,15,07,4,,,16,8,北西,8,2004,02,16,12,8,北,8,1989,08,06,1978
41247,栃木県,那須烏山（ナスカラスヤマ）,,2022,08,10,17,00,4.3,4,南東,4,14,54,4,,,13.4,8,東,8,2014,03,13,9.7,8,西北西,8,2016,08,22,2009
41271,栃木県,鹿沼（カヌマ）,,2022,08,10,17,00,4.2,4,北,4,17,00,4,,,16,8,北西,8,1999,02,27,10.6,8,北,8,2015,08,02,1978
41277,栃木県,宇都宮（ウツノミヤ）,47615,2022,08,10,17,00,8.7,4,南南東,4,15,26,4,,,24.2,8,北,8,1938,10,21,23.9,8,南南東,8,1949,08,31,1890
41331,栃木県,真岡（モオカ）,,2022,08,10,17,00,5.0,4,南南東,4,15,05,4,,,14,8,南,8,1979,10,19,12.1,8,北東,8,2016,08,22,1978
41361,栃木県,佐野（サノ）,,2022,08,10,17,00,4.4,4,東南東,4,16,50,4,,,16.1,8,北北東,8,2009,10,08,13,8,南南東,8,1982,08,02,1978
41376,栃木県,小山（オヤマ）,,2022,08,10,17,00,6.2,4,南南東,4,14,42,4,,,15.1,8,南,8,2012,04,03,11,8,南,8,2004,08,31,1978
42046,群馬県,藤原（フジワラ）,,2022,08,10,17,00,1.4,4,北,4,07,24,4,,,7,8,北,8,2006,04,20,5,8,南,8,1990,08,22,1977
42091,群馬県,みなかみ（ミナカミ）,,2022,08,10,17,00,4.0,4,北北西,4,12,24,4,,,16.1,8,南南西,8,2013,03,21,9,8,南南西,8,1990,08,07,1977
42121,群馬県,草津（クサツ）,,2022,08,10,17,00,2.7,4,南南西,4,11,03,4,,,20,8,北北西,8,1990,05,01,12,4,北北西,4,1981,08,23,1977
42146,群馬県,沼田（ヌマタ）,,2022,08,10,17,00,5.0,4,西北西,4,16,09,4,,,17,8,南東,8,1982,08,02,17,8,南東,8,1982,08,02,1977
42186,群馬県,中之条（ナカノジョウ）,,2022,08,10,17,00,5.3,4,南東,4,15,03,4,,,10.1,8,北北東,8,2010,01,21,8.1,8,北北東,8,2011,08,07,1977
42221,群馬県,田代（タシロ）,,2022,08,10,17,00,5.8,4,南西,4,04,33,4,,,15,8,南西,8,1987,04,21,10,8,南西,8,1988,08,04,1977
42251,群馬県,前橋（マエバシ）,47624,2022,08,10,17,00,3.5,4,南東,4,13,45,4,,,29.9,8,北,8,1900,09,28,24.4,8,東,8,1949,08,31,1896
42266,群馬県,桐生（キリュウ）,,2022,08,10,17,00,3.8,4,東南東,4,16,52,4,,,15,8,西,8,1978,03,01,13,8,東南東,8,1982,08,02,1976
42286,群馬県,上里見（カミサトミ）,,2022,08,10,17,00,2.4,4,北西,4,05,50,4,,,11,8,西北西,8,2006,04,03,11,8,西,8,1986,08,05,1977
42302,群馬県,伊勢崎（イセサキ）,,2022,08,10,17,00,4.5,4,東南東,4,16,07,4,,,16.7,8,北西,8,2017,10,23,11.2,8,北西,8,2021,08,10,1998
42326,群馬県,西野牧（ニシノマキ）,,2022,08,10,17,00,4.5,4,南,4,12,57,4,,,10.6,8,北北西,8,2017,02,21,8.1,8,南,8,2014,08,22,1977
42366,群馬県,館林（タテバヤシ）,,2022,08,10,17,00,4.9,4,南南東,4,16,53,4,,,19,8,西北西,8,1990,09,20,14,8,西北西,8,1981,08,23,1978
42396,群馬県,神流（カンナ）,,2022,08,10,17,00,4.5,4,北東,4,13,58,4,,,13,8,西南西,8,1978,04,09,9,8,東北東,8,1982,08,01,1977
43051,埼玉県,寄居（ヨリイ）,,2022,08,10,17,00,3.2,4,南東,4,15,51,4,,,15.9,8,北西,8,2013,09,16,11.8,8,北西,8,2016,08,22,1977
43056,埼玉県,熊谷（クマガヤ）,47626,2022,08,10,17,00,5.9,4,南南東,4,16,34,4,,,31.7,8,西,8,1900,09,28,19.0,8,南南東,8,1908,08,07,1896
43126,埼玉県,久喜（クキ）,,2022,08,10,17,00,5.5,4,南南東,4,15,38,4,,,16.4,8,南,8,2018,10,01,12.0,8,西北西,8,2016,08,22,1977
43156,埼玉県,秩父（チチブ）,47641,2022,08,10,17,00,4.0,4,北北西,4,13,29,4,,,19.6,8,北西,8,1952,07,04,13.5,8,南東,8,1959,08,14,1926
43171,埼玉県,鳩山（ハトヤマ）,,2022,08,10,17,00,4.6,4,南南東,4,16,10,4,,,14.0,8,北西,8,2019,10,12,12.3,8,北西,8,2016,08,22,1977
43241,埼玉県,さいたま（サイタマ）,,2022,08,10,17,00,5.8,4,南,4,15,48,4,,,17.9,8,西北西,8,2019,10,12,14.7,8,北西,8,2016,08,22,1977
43256,埼玉県,越谷（コシガヤ）,,2022,08,10,17,00,4.2,4,南南西,4,15,37,4,,,14.6,8,北北東,8,2019,09,09,9,8,南南西,8,1982,08,02,1977
43266,埼玉県,所沢（トコロザワ）,,2022,08,10,17,00,7.3,4,南,4,14,33,4,,,17.6,8,北北西,8,2019,09,09,15.1,8,北,8,2016,08,22,1977
44046,東京都,小河内（オゴウチ）,,2022,08,10,17,00,2.9,4,南,4,10,01,4,,,10,8,北北東,8,1982,08,02,10,8,北北東,8,1982,08,02,1976
44056,東京都,青梅（オウメ）,,2022,08,10,17,00,4.1,4,南東,4,15,01,4,,,12,8,東,8,1976,12,18,9,8,南,8,1992,08,15,1976
44071,東京都,練馬（ネリマ）,,2022,08,10,17,00,4.5,4,南南西,4,12,35,4,,,12.5,8,北北西,8,2019,09,09,12.0,8,北北東,8,2018,08,27,2012
44112,東京都,八王子（ハチオウジ）,,2022,08,10,17,00,10.8,4,南,4,15,03,4,,,26.3,8,南,8,2018,10,01,21,8,南南東,8,1990,08,10,1983
44116,東京都,府中（フチュウ）,,2022,08,10,17,00,6.7,4,南,4,14,41,4,,,16.7,8,南,8,2018,10,01,12,8,南,8,2004,08,31,1976
44132,東京都,東京（トウキョウ）,47662,2022,08,10,17,00,9.3,4,南,4,14,48,4,,,31.0,8,南,8,1938,09,01,24.9,8,南東,8,1949,08,31,1875
44136,東京都,江戸川臨海（エドガワリンカイ）,,2022,08,10,17,00,12.3,4,南,4,14,58,4,,,32.6,8,南,8,2019,10,12,24,8,南東,8,1982,08,02,1976
44166,東京都,羽田（ハネダ）,,2022,08,10,17,00,12.7,4,南南西,4,14,59,4,,,34.8,8,南南東,8,2019,10,12,21,8,南,8,2003,08,09,1993
44172,東京都,大島（オオシマ）,47675,2022,08,10,17,00,9.3,4,南南西,4,11,54,4,,,39.0,8,南西,8,1948,09,16,34.2,8,南西,8,1940,08,26,1938
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2022,08,10,17,00,9.5,4,南南西,4,12,03,4,,,28,8,北北東,8,2008,04,08,27,8,南,8,2005,08,25,2003
44207,東京都,新島（ニイジマ）,,2022,08,10,17,00,5.8,4,南西,4,10,11,4,,,39.0,8,東南東,8,2019,09,08,19.1,8,東,8,2016,08,22,2003
44216,東京都,神津島（コウヅシマ）,,2022,08,10,17,00,5.7,4,南西,4,01,18,4,,,43.4,8,東南東,8,2019,09,08,33,8,南,8,2005,08,25,2003
44226,東京都,三宅島（ミヤケジマ）,47677,2022,08,10,17,00,4.8,4,南西,4,15,08,4,,,41.5,8,北,8,1949,10,28,31.4,8,北東,8,1960,08,20,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2022,08,10,17,00,8.5,4,南南西,4,05,52,4,,,37.4,8,南,8,2019,09,08,28.8,4,北,4,2009,08,31,2001
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2022,08,10,17,00,5.2,4,東南東,4,16,00,4,,,37,8,北東,8,2003,09,22,29.3,8,北東,8,2009,08,31,2003
44263,東京都,八丈島（ハチジョウジマ）,47678,2022,08,10,17,00,5.8,4,南,4,16,35,4,,,44.2,8,西,8,1938,10,21,41.2,8,南西,8,1914,08,13,1906
44301,東京都,父島（チチジマ）,47971,2022,08,10,17,00,11.7,4,南東,4,09,27,4,,,31.8,8,南南西,8,1997,10,22,27.0,8,南南西,8,2017,08,31,1968
45061,千葉県,我孫子（アビコ）,,2022,08,10,17,00,7.4,4,南南西,4,12,20,4,,,16.8,8,南南西,8,2018,10,01,12.9,8,東南東,8,2016,08,22,2010
45081,千葉県,香取（カトリ）,,2022,08,10,17,00,6.1,4,南,4,14,10,4,,,22.3,8,南南東,8,2019,09,09,17.0,8,南南東,8,2016,08,22,1999
45106,千葉県,船橋（フナバシ）,,2022,08,10,17,00,5.6,4,南,4,11,59,4,,,12,8,南南東,8,2001,09,11,9.4,8,南西,8,2016,08,22,1999
45116,千葉県,佐倉（サクラ）,,2022,08,10,17,00,7.5,4,南南西,4,12,17,4,,,19,8,南南西,8,1991,09,28,16.4,8,南南西,8,2016,08,22,1978
45121,千葉県,成田（ナリタ）,,2022,08,10,17,00,7.9,4,南南西,4,10,22,4,,,29.6,8,南南東,8,2019,09,09,23.7,8,南東,8,2016,08,22,2003
45147,千葉県,銚子（チョウシ）,47648,2022,08,10,17,00,13.2,4,南南西,4,10,54,4,,,48.0,8,南南東,8,1948,09,16,30.0,8,北北西,8,1939,08,05,1887
45181,千葉県,横芝光（ヨコシバヒカリ）,,2022,08,10,17,00,7.8,4,南,4,13,13,4,,,20.9,8,南,8,2019,09,09,16.1,8,南,8,2016,08,22,1978
45212,千葉県,千葉（チバ）,47682,2022,08,10,17,00,10.0,4,南南西,4,02,14,4,,,35.9,8,南東,8,2019,09,09,26.2,8,南南西,8,1985,08,31,1966
45261,千葉県,茂原（モバラ）,,2022,08,10,17,00,5.5,4,南西,4,09,52,4,,,17.2,8,南,8,2019,09,09,14.8,8,南,8,2016,08,22,1978
45282,千葉県,木更津（キサラヅ）,,2022,08,10,17,00,6.9,4,南西,4,12,06,4,,,23.2,8,南東,8,2019,09,09,11.5,8,南西,8,2021,08,10,2006
45291,千葉県,牛久（ウシク）,,2022,08,10,17,00,5.7,4,南南西,4,12,25,4,,,16.2,8,南,8,2019,09,09,10.7,8,南南西,8,2016,08,22,1978
45326,千葉県,坂畑（サカハタ）,,2022,08,10,17,00,4.7,4,南西,4,11,06,4,,,15,8,南西,8,1979,10,19,10.6,8,南西,8,2016,08,22,1978
45361,千葉県,鴨川（カモガワ）,,2022,08,10,17,00,6.4,4,南,4,12,29,4,,,20.7,8,南南東,8,2019,09,09,16.8,8,東南東,8,2016,08,22,1978
45371,千葉県,勝浦（カツウラ）,47674,2022,08,10,17,00,9.8,4,南南西,4,06,00,4,,,42.5,8,南南西,8,1948,09,16,39.3,8,南南西,8,1945,08,22,1906
45401,千葉県,館山（タテヤマ）,47672,2022,08,10,17,00,9.3,4,南南西,4,15,05,4,,,28.4,8,南,8,2019,09,09,18.0,8,南南西,8,2005,08,26,1968
46091,神奈川県,海老名（エビナ）,,2022,08,10,17,00,6.9,4,南,4,14,29,4,,,18,8,南,8,1979,10,19,15,8,南南東,8,1982,08,02,1978
46106,神奈川県,横浜（ヨコハマ）,47670,2022,08,10,17,00,9.1,4,南南西,4,14,38,4,,,37.4,8,北東,8,1938,09,01,32.5,8,南南東,8,1949,08,31,1896
46141,神奈川県,辻堂（ツジドウ）,,2022,08,10,17,00,10.4,4,南,4,14,08,4,,,25.8,8,南南西,8,2011,09,21,18,8,南南西,8,2004,08,31,1992
46166,神奈川県,小田原（オダワラ）,,2022,08,10,17,00,6.7,4,西南西,4,00,18,4,,,16.3,8,南南東,8,2011,09,21,15,8,南,8,1982,08,02,1978
46211,神奈川県,三浦（ミウラ）,,2022,08,10,17,00,8.1,4,南,4,15,56,4,,,22.1,8,南南西,8,2014,10,06,15.2,8,南西,8,2016,08,22,1978
48031,長野県,野沢温泉（ノザワオンセン）,,2022,08,10,17,00,4.0,4,北西,4,15,58,4,,,10.3,8,西,8,2012,04,04,9,8,東,8,1985,08,22,1978
48061,長野県,信濃町（シナノマチ）,,2022,08,10,17,00,5.0,4,南,4,11,20,4,,,17,8,南南西,8,1987,04,21,14,8,南南西,8,1982,08,02,1978
48066,長野県,飯山（イイヤマ）,,2022,08,10,17,00,5.3,4,北,4,14,07,4,,,18,8,南,8,1987,04,21,15,8,南,8,1982,08,02,1978
48141,長野県,白馬（ハクバ）,,2022,08,10,17,00,2.2,4,南南東,4,12,44,4,,,10,8,西北西,8,1980,05,27,7,8,南,8,2004,08,31,1978
48156,長野県,長野（ナガノ）,47610,2022,08,10,17,00,6.0,4,北,4,15,09,4,,,25.8,8,北西,8,1916,09,26,18.4,8,北北東,8,1959,08,14,1889
48191,長野県,大町（オオマチ）,,2022,08,10,17,00,4.1,4,南,4,11,45,4,,,12.9,8,西,8,2021,02,20,10,8,北西,8,1987,08,10,1978
48196,長野県,信州新町（シンシュウシンマチ）,,2022,08,10,17,00,2.4,4,北北東,4,13,46,4,,,11,8,南,8,2004,09,07,9.2,8,南,8,2011,08,14,1978
48216,長野県,菅平（スガダイラ）,,2022,08,10,17,00,2.8,4,南,4,04,20,4,,,16,8,///,8,1982,08,02,16,8,///,8,1982,08,02,1978
48256,長野県,上田（ウエダ）,,2022,08,10,17,00,3.9,4,南南東,4,11,22,4,,,13,8,東,8,1982,08,01,13,8,東,8,1982,08,01,1976
48296,長野県,穂高（ホタカ）,,2022,08,10,17,00,6.6,4,南南東,4,10,10,4,,,17,4,南西,4,1992,04,18,9.2,8,南,8,2021,08,09,1978
48321,長野県,東御（トウミ）,,2022,08,10,17,00,4.6,4,南南西,4,14,59,4,,,18.1,8,北,8,2019,10,12,13,8,///,8,1982,08,02,1978
48331,長野県,軽井沢（カルイザワ）,47622,2022,08,10,17,00,4.9,4,西,4,12,19,4,,,24.5,8,西,8,1929,04,21,24.4,8,北東,8,1959,08,14,1925
48361,長野県,松本（マツモト）,47618,2022,08,10,17,00,8.0,4,南南東,4,08,05,4,,,24.7,8,南,8,1959,09,27,16.2,8,南南東,8,1911,08,16,1898
48363,長野県,松本今井（マツモトイマイ）,,2022,08,10,17,00,10.3,4,南,4,10,27,4,,,18.7,8,南南東,8,2018,09,04,16,8,南,8,2004,08,31,2003
48381,長野県,立科（タテシナ）,,2022,08,10,17,00,5.6,4,南南西,4,11,11,4,,,16,8,南南西,8,1981,10,05,12,8,西南西,8,1981,08,31,1978
48386,長野県,佐久（サク）,,2022,08,10,17,00,3.3,4,西南西,4,12,52,4,,,9.4,8,西北西,8,2017,10,23,6.7,8,南西,8,2021,08,10,1978
48466,長野県,奈川（ナガワ）,,2022,08,10,17,00,3.4,4,南,4,13,49,4,,,8.7,8,南,8,2018,03,01,7.3,8,南南西,8,2021,08,10,1978
48491,長野県,諏訪（スワ）,47620,2022,08,10,17,00,5.7,4,西南西,4,13,19,4,,,22.3,8,南,8,1959,09,27,16.3,8,西北西,8,1974,08,26,1945
48531,長野県,開田高原（カイダコウゲン）,,2022,08,10,17,00,1.2,4,北西,4,14,19,4,,,9,8,北北西,8,1982,06,03,8,8,北西,8,1986,08,06,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2022,08,10,17,00,4.8,4,南西,4,10,45,4,,,10.5,8,南南西,8,2020,03,27,7.9,8,北東,8,2021,08,01,2019
48546,長野県,辰野（タツノ）,,2022,08,10,17,00,4.2,4,南,4,10,29,4,,,12,8,北北西,8,1982,09,12,10,8,北北西,8,1981,08,23,1978
48561,長野県,原村（ハラムラ）,,2022,08,10,17,00,5.4,4,南西,4,12,10,4,,,13.7,8,西,8,2012,04,04,13,8,南,8,2004,08,31,1978
48571,長野県,野辺山（ノベヤマ）,,2022,08,10,17,00,5.3,4,南西,4,10,58,4,,,17.9,8,西,8,2018,03,02,11.3,8,南,8,2014,08,10,1978
48606,長野県,木曽福島（キソフクシマ）,,2022,08,10,17,00,2.7,4,南南西,4,16,14,4,,,10.0,8,北北東,8,2009,10,08,8.1,8,北北東,8,2009,08,31,1976
48621,長野県,伊那（イナ）,,2022,08,10,17,00,6.6,4,南南西,4,12,04,4,,,17.0,8,南南西,8,2012,04,03,17,8,南,8,2004,08,31,1993
48717,長野県,南木曽（ナギソ）,,2022,08,10,17,00,2.3,4,西南西,4,14,08,4,,,9,8,西南西,8,1980,04,19,5,8,西,8,1981,08,02,1978
48731,長野県,飯島（イイジマ）,,2022,08,10,17,00,6.2,4,南南西,4,16,36,4,,,13.0,8,南南西,8,2018,09,04,12,8,南南西,8,2004,08,31,1978
48767,長野県,飯田（イイダ）,47637,2022,08,10,17,00,7.0,4,北北西,4,16,05,4,,,21.8,8,北北東,8,1932,11,14,15.1,8,北,8,2020,08,22,1897
48826,長野県,浪合（ナミアイ）,,2022,08,10,17,00,2.1,4,南南西,4,12,16,4,,,7,8,北北西,8,2007,02,15,5.7,8,北,8,2021,08,09,1978
