観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最高気温(℃),今日の最高気温の品質情報,今日の最高気温起時（時）,今日の最高気温起時（分）,今日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（昨日まで）,今年の最高気温（昨日まで）の品質情報,今年の最高気温（昨日まで）を観測した起日（年）,今年の最高気温（昨日まで）を観測した起日（月）,今年の最高気温（昨日まで）を観測した起日（日）,昨日までの観測史上1位の値（℃）,昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値を観測した起日（年）,昨日までの観測史上1位の値を観測した起日（月）,昨日までの観測史上1位の値を観測した起日（日）,昨日までの8月の1位の値,昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の起日（年）,昨日までの8月の1位の値の起日（月）,昨日までの8月の1位の値の起日（日）,統計開始年
33671,岩手県,遠野（トオノ）,,2022,08,10,17,00,30.7,4,12,40,4,+2.1,-0.2,88,0,,,0,32.6,4,2022,07,03,36.5,8,2007,08,14,36.5,8,2007,08,14,1976
33716,岩手県,北上（キタカミ）,,2022,08,10,17,00,31.0,4,12,20,4,+1.4,-1.1,88,0,,,0,35.1,4,2022,07,03,37.0,8,2019,08,08,37.0,8,2019,08,08,1976
33751,岩手県,釜石（カマイシ）,,2022,08,10,17,00,34.2,4,11,55,4,+6.3,-1.1,88,0,,,0,35.6,4,2022,06,26,38.8,8,1994,08,14,38.8,8,1994,08,14,1976
33776,岩手県,若柳（ワカヤナギ）,,2022,08,10,17,00,30.3,4,11,48,4,+1.1,-0.9,88,0,,,0,34.2,4,2022,07,03,36.9,8,2015,08,05,36.9,8,2015,08,05,1976
33781,岩手県,江刺（エサシ）,,2022,08,10,17,00,33.8,4,10,59,4,+4.1,+1.0,88,0,,,0,35.6,4,2022,07,03,37.3,8,2021,07,19,37.3,8,2015,08,05,1976
33801,岩手県,住田（スミタ）,,2022,08,10,17,00,32.7,4,11,46,4,+4.1,-1.3,88,0,,,0,35.4,4,2022,07,03,36.7,8,2020,08,11,36.7,8,2020,08,11,1977
33877,岩手県,大船渡（オオフナト）,47512,2022,08,10,17,00,31.7,4,11,39,4,+4.2,-2.8,88,0,,,0,35.8,4,2022,07,31,37.0,8,2015,08,05,37.0,8,2015,08,05,1963
33911,岩手県,一関（イチノセキ）,,2022,08,10,17,00,34.2,4,11,43,4,+4.3,+0.4,88,0,,,0,36.2,4,2022,07,31,38.2,8,1994,08,09,38.2,8,1994,08,09,1976
33921,岩手県,千厩（センマヤ）,,2022,08,10,17,00,33.8,4,11,40,4,+4.9,+0.9,88,0,,,0,34.2,4,2022,07,03,36.4,8,2019,08,06,36.4,8,2019,08,06,1976
34012,宮城県,駒ノ湯（コマノユ）,,2022,08,10,17,00,27.8,4,10,54,4,+2.4,+0.8,88,0,,,0,30.9,4,2022,07,31,33.3,8,1994,08,14,33.3,8,1994,08,14,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2022,08,10,17,00,32.0,4,14,55,4,+4.5,-1.8,88,0,,,0,34.5,4,2022,07,31,36.7,8,2015,07,14,36.5,8,2020,08,29,1976
34096,宮城県,川渡（カワタビ）,,2022,08,10,17,00,31.0,4,12,09,4,+2.9,-0.3,88,0,,,0,35.0,4,2022,08,01,36.5,8,1994,08,14,36.5,8,1994,08,14,1976
34111,宮城県,築館（ツキダテ）,,2022,08,10,17,00,33.6,4,11,58,4,+4.5,+0.5,88,0,,,0,36.2,4,2022,07,31,37.3,8,1994,08,14,37.3,8,1994,08,14,1976
34171,宮城県,米山（ヨネヤマ）,,2022,08,10,17,00,33.3,4,11,55,4,+4.2,+0.2,88,0,,,0,35.5,4,2022,07,31,36.3,8,2015,08,06,36.3,8,2015,08,06,1976
34186,宮城県,志津川（シヅガワ）,,2022,08,10,17,00,35.4,4,12,33,4,+7.7,+1.8,88,0,,,1,34.9,4,2022,07,31,38.0,8,1994,08,14,38.0,8,1994,08,14,1976
34216,宮城県,古川（フルカワ）,,2022,08,10,17,00,34.0,4,12,02,4,+5.0,+0.9,88,0,,,0,34.5,4,2022,07,03,36.5,8,2021,08,04,36.5,8,2021,08,04,1976
34266,宮城県,大衡（オオヒラ）,,2022,08,10,17,00,35.1,4,12,27,4,+6.0,+1.4,88,0,,,0,35.6,4,2022,07,03,37.1,8,1994,08,14,37.1,8,1994,08,14,1976
34276,宮城県,鹿島台（カシマダイ）,,2022,08,10,17,00,32.0,4,11,17,4,+3.6,-1.4,88,0,,,0,35.2,4,2022,08,02,36.1,8,2020,08,11,36.1,8,2020,08,11,1976
34292,宮城県,石巻（イシノマキ）,47592,2022,08,10,17,00,30.1,4,10,47,4,+2.7,-0.1,88,0,,,0,35.8,4,2022,07,31,36.8,8,2007,08,15,36.8,8,2007,08,15,1887
34296,宮城県,女川（オナガワ）,,2022,08,10,17,00,33.1,4,12,47,4,+4.6,-0.3,88,0,,,0,35.3,4,2022,07,31,36.0,8,2015,08,06,36.0,8,2015,08,06,2011
34311,宮城県,新川（ニッカワ）,,2022,08,10,17,00,32.6,4,12,03,4,+5.3,+0.3,88,0,,,0,34.4,4,2022,07,02,35.3,8,2000,07,23,34.5,8,2018,08,22,1976
34331,宮城県,塩釜（シオガマ）,,2022,08,10,17,00,32.8,4,13,05,4,+4.9,-3.0,88,0,,,0,35.8,4,2022,08,09,35.8,8,2022,08,09,35.8,8,2022,08,09,1976
34392,宮城県,仙台（センダイ）,47590,2022,08,10,17,00,35.1,4,10,57,4,+6.4,-1.1,88,0,,,0,36.5,4,2022,07,31,37.3,8,2018,08,01,37.3,8,2018,08,01,1926
34436,宮城県,名取（ナトリ）,,2022,08,10,17,00,32.8,4,10,31,4,+4.5,-2.0,88,0,,,0,35.6,4,2022,08,02,37.3,8,2018,07,22,37.2,8,2018,08,01,2003
34461,宮城県,白石（シロイシ）,,2022,08,10,17,00,34.8,4,13,03,4,+6.0,+0.6,88,0,,,0,35.9,4,2022,07,31,35.9,8,2022,07,31,35.9,8,2007,08,15,1976
34462,宮城県,蔵王（ザオウ）,,2022,08,10,17,00,36.3,4,13,46,4,+6.5,+1.1,88,0,,,1,35.4,4,2022,07,01,37.0,8,2015,08,06,37.0,8,2015,08,06,2005
34471,宮城県,亘理（ワタリ）,,2022,08,10,17,00,32.4,4,13,27,4,+4.4,-1.9,88,0,,,0,34.3,4,2022,08,09,36.1,8,1987,07,24,36.0,8,1994,08,04,1976
34506,宮城県,丸森（マルモリ）,,2022,08,10,17,00,35.9,4,13,13,4,+6.8,0.0,88,0,,,1,35.9,4,2022,08,09,37.6,8,2015,07,14,37.2,8,2010,08,24,1977
35002,山形県,飛島（トビシマ）,,2022,08,10,17,00,27.9,4,16,25,4,-0.9,-0.9,8,3,,,0,32.4,4,2022,08,01,35.1,8,2021,08,04,35.1,8,2021,08,04,1978
35052,山形県,酒田（サカタ）,47587,2022,08,10,17,00,31.7,4,11,57,4,+1.6,-1.0,88,0,,,0,33.7,4,2022,08,08,40.1,8,1978,08,03,40.1,8,1978,08,03,1937
35071,山形県,差首鍋（サスナベ）,,2022,08,10,17,00,29.3,4,12,46,4,+0.1,-1.1,8,1,,,0,33.5,4,2022,08,01,36.1,8,1994,08,16,36.1,8,1994,08,16,1976
35086,山形県,浜中（ハマナカ）,,2022,08,10,17,00,32.3,4,10,59,4,+2.7,+0.6,88,0,,,0,32.7,4,2022,08,08,38.4,8,2019,08,15,38.4,8,2019,08,15,2003
35116,山形県,金山（カネヤマ）,,2022,08,10,17,00,29.7,4,11,49,4,+0.4,-0.5,88,0,,,0,34.6,4,2022,08,01,36.8,8,2018,08,23,36.8,8,2018,08,23,1976
35141,山形県,鶴岡（ツルオカ）,,2022,08,10,17,00,32.3,4,10,01,4,+1.9,-0.4,88,0,,,0,35.0,4,2022,08,08,39.9,8,1978,08,03,39.9,8,1978,08,03,1976
35146,山形県,狩川（カリカワ）,,2022,08,10,17,00,31.5,4,10,18,4,+2.0,-0.1,88,0,,,0,33.6,4,2022,07,11,37.6,8,1978,08,03,37.6,8,1978,08,03,1976
35162,山形県,新庄（シンジョウ）,47520,2022,08,10,17,00,31.2,4,12,27,4,+1.2,-0.4,88,0,,,0,34.6,4,2022,08,01,37.4,8,1978,08,03,37.4,8,1978,08,03,1957
35176,山形県,向町（ムカイマチ）,,2022,08,10,17,00,30.0,4,12,08,4,+1.1,-0.9,88,0,,,0,34.1,4,2022,08,01,36.0,8,2007,08,14,36.0,8,2007,08,14,1976
35216,山形県,肘折（ヒジオリ）,,2022,08,10,17,00,28.8,4,11,56,4,+1.0,+0.2,88,0,,,0,30.7,4,2022,07,30,35.3,8,1994,08,13,35.3,8,1994,08,13,1976
35231,山形県,尾花沢（オバナザワ）,,2022,08,10,17,00,31.7,4,13,31,4,+2.7,+0.1,88,0,,,0,34.0,4,2022,08,08,36.2,8,2014,07,26,35.7,8,2007,08,14,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2022,08,10,17,00,32.4,4,11,18,4,+3.0,-0.3,88,0,,,0,33.6,4,2022,08,08,40.4,8,2019,08,15,40.4,8,2019,08,15,1976
35332,山形県,村山（ムラヤマ）,,2022,08,10,17,00,32.2,4,14,04,4,+1.5,-0.7,88,0,,,0,34.6,4,2022,08,02,36.9,8,2015,07,22,36.0,8,2020,08,28,2002
35334,山形県,東根（ヒガシネ）,,2022,08,10,17,00,33.8,4,12,19,4,+2.7,+0.8,88,0,,,0,35.2,4,2022,08,02,37.0,8,2018,06,29,36.8,8,2018,08,23,2003
35361,山形県,大井沢（オオイサワ）,,2022,08,10,17,00,28.8,4,10,34,4,+0.4,-0.1,88,0,,,0,33.8,4,2022,07,03,35.0,8,1994,08,13,35.0,8,1994,08,13,1978
35376,山形県,左沢（アテラザワ）,,2022,08,10,17,00,31.0,4,12,36,4,+1.0,-1.9,88,0,,,0,34.5,4,2022,08,08,36.7,8,1985,08,08,36.7,8,1985,08,08,1976
35426,山形県,山形（ヤマガタ）,47588,2022,08,10,17,00,34.5,4,12,27,4,+3.3,-0.8,88,0,,,0,36.5,4,2022,08,02,40.8,8,1933,07,25,39.0,8,2018,08,23,1889
35456,山形県,長井（ナガイ）,,2022,08,10,17,00,32.1,4,11,11,4,+2.3,+0.1,88,0,,,0,34.5,4,2022,08,01,36.9,8,1978,08,02,36.9,8,1978,08,02,1976
35486,山形県,小国（オグニ）,,2022,08,10,17,00,31.6,4,11,58,4,+1.6,-0.4,88,0,,,0,35.0,4,2022,08,01,38.0,8,1994,08,16,38.0,8,1994,08,16,1976
35511,山形県,高畠（タカハタ）,,2022,08,10,17,00,33.1,4,13,19,4,+2.2,+0.5,88,0,,,0,36.0,4,2022,08,01,38.1,8,2018,08,22,38.1,8,2018,08,22,1976
35541,山形県,高峰（タカミネ）,,2022,08,10,17,00,31.9,4,13,00,4,+2.5,-1.0,88,0,,,0,34.8,4,2022,08,01,37.9,8,2018,08,23,37.9,8,2018,08,23,1976
35552,山形県,米沢（ヨネザワ）,,2022,08,10,17,00,33.2,4,12,35,4,+2.6,0.0,88,0,,,0,36.9,4,2022,08,01,37.7,8,2018,08,23,37.7,8,2018,08,23,1976
36056,福島県,茂庭（モニワ）,,2022,08,10,17,00,32.7,4,13,40,4,+3.4,+0.4,88,0,,,0,34.4,4,2022,08,01,36.3,8,1994,08,08,36.3,8,1994,08,08,1992
36066,福島県,梁川（ヤナガワ）,,2022,08,10,17,00,37.1,4,14,28,4,+6.1,+1.0,88,0,,,0,38.4,4,2022,07,02,39.7,8,2015,08,05,39.7,8,2015,08,05,1976
36106,福島県,桧原（ヒバラ）,,2022,08,10,17,00,28.3,4,13,52,4,+2.2,0.0,88,0,,,0,29.6,4,2022,08,01,32.0,8,1985,08,15,32.0,8,1985,08,15,1978
36127,福島県,福島（フクシマ）,47595,2022,08,10,17,00,36.5,4,13,49,4,+5.3,-0.4,88,0,,,0,37.8,4,2022,07,02,39.1,8,1942,08,15,39.1,8,1942,08,15,1889
36151,福島県,相馬（ソウマ）,,2022,08,10,17,00,35.0,4,12,53,4,+6.4,-0.3,88,0,,,0,36.2,4,2022,06,29,37.6,8,2018,08,23,37.6,8,2018,08,23,1976
36176,福島県,喜多方（キタカタ）,,2022,08,10,17,00,34.4,4,13,31,4,+3.2,-0.4,88,0,,,0,35.9,4,2022,07,30,38.0,8,1994,08,16,38.0,8,1994,08,16,1976
36196,福島県,鷲倉（ワシクラ）,,2022,08,10,17,00,25.9,4,14,43,4,+3.6,-0.4,88,0,,,0,27.5,4,2022,08,01,29.4,4,2021,08,06,29.4,4,2021,08,06,1976
36221,福島県,飯舘（イイタテ）,,2022,08,10,17,00,33.1,4,13,36,4,+4.9,-0.1,88,0,,,0,33.6,4,2022,07,31,36.0,8,2014,08,05,36.0,8,2014,08,05,1976
36251,福島県,西会津（ニシアイヅ）,,2022,08,10,17,00,32.7,4,13,19,4,+2.4,-0.9,88,0,,,0,35.6,4,2022,08,01,36.9,8,1994,08,14,36.9,8,1994,08,14,1976
36276,福島県,猪苗代（イナワシロ）,,2022,08,10,17,00,31.7,4,13,10,4,+3.4,-0.1,88,0,,,0,33.7,4,2022,08,01,34.2,8,1994,08,15,34.2,8,1994,08,15,1976
36291,福島県,二本松（ニホンマツ）,,2022,08,10,17,00,35.0,4,13,26,4,+4.6,-1.3,88,0,,,0,36.3,4,2022,08,09,38.0,8,2020,08,11,38.0,8,2020,08,11,1976
36342,福島県,金山（カネヤマ）,,2022,08,10,17,00,32.1,4,13,39,4,+1.8,-0.7,88,0,,,0,34.9,4,2022,08,01,35.5,8,2012,08,02,35.5,8,2012,08,02,2007
36361,福島県,若松（ワカマツ）,47570,2022,08,10,17,00,34.6,4,13,16,4,+3.2,-0.4,88,0,,,0,37.4,4,2022,08,01,38.5,8,2018,08,23,38.5,8,2018,08,23,1953
36391,福島県,船引（フネヒキ）,,2022,08,10,17,00,33.1,4,13,37,4,+4.2,-0.5,88,0,,,0,35.1,4,2022,07,31,35.7,8,2020,08,11,35.7,8,2020,08,11,1976
36411,福島県,浪江（ナミエ）,,2022,08,10,17,00,34.3,4,14,29,4,+5.4,-2.4,88,0,,,0,36.7,4,2022,08,09,37.9,8,2010,08,24,37.9,8,2010,08,24,1976
36426,福島県,只見（タダミ）,,2022,08,10,17,00,32.4,4,12,14,4,+2.3,-0.6,88,0,,,0,35.4,4,2022,08,01,36.5,8,2019,08,13,36.5,8,2019,08,13,1976
36476,福島県,郡山（コオリヤマ）,,2022,08,10,17,00,32.5,4,12,02,4,+2.5,-2.4,88,0,,,0,36.2,4,2022,08,01,36.2,8,2022,08,01,36.2,8,2022,08,01,1976
36501,福島県,川内（カワウチ）,,2022,08,10,17,00,33.5,4,14,14,4,+5.1,-1.1,88,0,,,0,34.8,4,2022,07,03,36.5,8,2020,08,11,36.5,8,2020,08,11,1976
36536,福島県,南郷（ナンゴウ）,,2022,08,10,17,00,31.7,4,13,35,4,+2.4,-0.2,88,0,,,0,34.6,4,2022,08,01,36.6,8,1994,08,16,36.6,8,1994,08,16,1976
36562,福島県,湯本（ユモト）,,2022,08,10,17,00,29.6,4,11,34,4,+2.5,-1.4,88,0,,,0,33.4,4,2022,07,02,34.4,8,1994,08,08,34.4,8,1994,08,08,1988
36581,福島県,玉川（タマカワ）,,2022,08,10,17,00,32.0,4,13,15,4,+2.3,+0.2,88,0,,,0,35.0,4,2022,07,02,35.5,8,2014,08,06,35.5,8,2014,08,06,2003
36591,福島県,小野新町（オノニイマチ）,,2022,08,10,17,00,33.9,4,13,51,4,+4.6,0.0,88,0,,,0,35.7,4,2022,07,02,36.0,8,2020,08,11,36.0,8,2020,08,11,1976
36611,福島県,広野（ヒロノ）,,2022,08,10,17,00,31.6,4,16,07,4,+3.5,-0.4,88,0,,,0,36.5,4,2022,06,30,37.0,8,2007,08,16,37.0,8,2007,08,16,1976
36641,福島県,田島（タジマ）,,2022,08,10,17,00,31.2,4,12,14,4,+2.1,-0.7,88,0,,,0,34.7,4,2022,07,02,35.0,8,2018,07,20,34.6,8,1994,08,08,1976
36667,福島県,白河（シラカワ）,47597,2022,08,10,17,00,31.7,4,13,14,4,+2.3,-1.9,88,0,,,0,35.5,4,2022,07,02,36.0,8,2012,07,17,35.9,8,2015,08,01,1940
36676,福島県,石川（イシカワ）,,2022,08,10,17,00,34.3,4,14,07,4,+3.6,-1.4,88,0,,,0,37.5,4,2022,07,02,37.7,8,2019,08,07,37.7,8,2019,08,07,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2022,08,10,17,00,27.8,4,11,49,4,+0.9,-1.1,88,0,,,0,31.7,4,2022,07,02,32.5,8,2015,07,14,32.5,8,1994,08,08,1978
36821,福島県,東白川（ヒガシシラカワ）,,2022,08,10,17,00,33.7,4,15,07,4,+3.4,-1.0,88,0,,,0,37.0,4,2022,07,02,37.0,8,2022,07,02,36.5,8,2020,08,11,1976
36836,福島県,山田（ヤマダ）,,2022,08,10,17,00,33.8,4,12,10,4,+3.8,-1.2,88,0,,,0,35.9,4,2022,06,30,36.5,8,2010,09,07,36.3,8,2019,08,09,2009
36846,福島県,小名浜（オナハマ）,47598,2022,08,10,17,00,29.1,4,10,07,4,+1.0,-2.2,88,0,,,0,35.7,4,2022,08,03,37.7,8,1994,08,03,37.7,8,1994,08,03,1910
40046,茨城県,北茨城（キタイバラキ）,,2022,08,10,17,00,30.1,4,15,09,4,+2.4,-1.3,88,0,,,0,33.4,4,2022,06,30,35.7,8,1996,08,15,35.7,8,1996,08,15,1978
40061,茨城県,大子（ダイゴ）,,2022,08,10,17,00,35.8,4,15,22,4,+3.9,-1.7,88,0,,,0,38.3,4,2022,06,25,39.0,8,2019,08,09,39.0,8,2019,08,09,1978
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2022,08,10,17,00,35.0,4,13,16,4,+4.2,-0.7,88,0,,,0,37.0,4,2022,08,02,37.2,8,1997,07,05,37.0,8,2022,08,02,1978
40136,茨城県,日立（ヒタチ）,,2022,08,10,17,00,35.8,4,12,23,4,+6.9,+0.4,88,0,,,1,35.4,4,2022,08,09,37.4,8,1997,07,05,37.0,8,2021,08,10,1978
40191,茨城県,笠間（カサマ）,,2022,08,10,17,00,35.9,4,13,25,4,+4.5,-0.2,88,0,,,0,38.0,4,2022,06,29,38.2,8,2007,08,15,38.2,8,2007,08,15,1978
40201,茨城県,水戸（ミト）,47629,2022,08,10,17,00,36.0,4,12,29,4,+5.6,+0.2,88,0,,,0,37.1,4,2022,08,02,38.4,8,1997,07,05,38.4,8,1996,08,15,1897
40221,茨城県,古河（コガ）,,2022,08,10,17,00,37.4,4,14,09,4,+4.8,-0.4,88,0,,,0,39.3,4,2022,07,01,39.6,8,2020,08,11,39.6,8,2020,08,11,1978
40231,茨城県,下館（シモダテ）,,2022,08,10,17,00,36.0,4,13,48,4,+3.8,-1.1,88,0,,,0,38.5,4,2022,07,01,38.5,8,2022,07,01,38.0,8,2022,08,02,2001
40281,茨城県,下妻（シモツマ）,,2022,08,10,17,00,34.1,4,11,45,4,+2.9,-1.0,88,0,,,0,37.4,4,2022,08,03,37.7,8,2007,08,15,37.7,8,2007,08,15,1978
40311,茨城県,鉾田（ホコタ）,,2022,08,10,17,00,35.8,4,14,35,4,+5.3,+0.4,88,0,,,0,37.7,4,2022,08,02,37.8,8,2004,07,20,37.7,8,2022,08,02,1978
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2022,08,10,17,00,33.9,4,13,08,4,+2.8,-0.4,88,0,,,0,37.4,4,2022,08,03,37.8,8,1996,08,15,37.8,8,1996,08,15,1921
40341,茨城県,土浦（ツチウラ）,,2022,08,10,17,00,35.2,4,13,40,4,+3.8,-0.5,88,0,,,0,38.1,4,2022,08,03,38.5,8,2007,08,16,38.5,8,2007,08,16,1978
40406,茨城県,鹿嶋（カシマ）,,2022,08,10,17,00,33.1,4,10,44,4,+2.9,-1.3,88,0,,,0,37.2,4,2022,08,02,37.2,8,2022,08,02,37.2,8,2022,08,02,1978
40426,茨城県,龍ケ崎（リュウガサキ）,,2022,08,10,17,00,33.6,4,13,24,4,+2.3,+0.4,88,0,,,0,38.2,4,2022,08,03,38.5,8,2007,08,16,38.5,8,2007,08,16,1978
41011,栃木県,那須高原（ナスコウゲン）,,2022,08,10,17,00,28.9,4,11,45,4,+3.0,-1.2,88,0,,,0,32.5,4,2022,07,01,32.5,8,2022,07,01,32.2,8,2018,08,01,1977
41076,栃木県,五十里（イカリ）,,2022,08,10,17,00,29.4,4,12,45,4,+1.9,-1.4,88,0,,,0,33.5,4,2022,07,02,33.9,8,2018,07,16,33.8,8,2020,08,20,1977
41091,栃木県,黒磯（クロイソ）,,2022,08,10,17,00,30.7,4,13,05,4,+1.5,-1.9,88,0,,,0,35.3,4,2022,07,31,35.3,8,2022,07,31,35.3,8,2007,08,15,1977
41116,栃木県,土呂部（ドロブ）,,2022,08,10,17,00,29.8,4,13,26,4,+3.2,-1.2,88,0,,,0,32.2,4,2022,07,01,33.3,8,2018,08,05,33.3,8,2018,08,05,1977
41141,栃木県,大田原（オオタワラ）,,2022,08,10,17,00,34.6,4,13,43,4,+4.1,-1.0,88,0,,,0,37.8,4,2022,06,25,37.8,8,2022,06,25,37.3,8,2022,08,02,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2022,08,10,17,00,27.4,4,11,15,4,+4.1,-1.7,88,0,,,0,29.6,4,2022,08,02,30.8,8,2018,08,05,30.8,8,2018,08,05,1944
41171,栃木県,今市（イマイチ）,,2022,08,10,17,00,30.1,4,13,41,4,+1.5,-2.6,88,0,,,0,35.9,4,2022,06,25,35.9,8,2022,06,25,35.0,8,2014,08,05,1978
41181,栃木県,塩谷（シオヤ）,,2022,08,10,17,00,33.4,4,14,31,4,+3.1,-0.6,88,0,,,0,34.8,4,2022,06,29,36.6,8,2007,08,15,36.6,8,2007,08,15,1978
41247,栃木県,那須烏山（ナスカラスヤマ）,,2022,08,10,17,00,34.7,4,15,16,4,+3.1,0.0,88,0,,,0,36.4,4,2022,08,02,37.6,8,2013,08,11,37.6,8,2013,08,11,2009
41271,栃木県,鹿沼（カヌマ）,,2022,08,10,17,00,35.7,4,15,11,4,+5.0,-0.1,88,0,,,0,36.8,4,2022,06,25,37.1,8,2020,08,11,37.1,8,2020,08,11,1978
41277,栃木県,宇都宮（ウツノミヤ）,47615,2022,08,10,17,00,36.5,4,14,35,4,+5.1,-0.3,88,0,,,0,37.6,4,2022,06,25,38.7,8,1997,07,05,37.5,8,2020,08,11,1890
41331,栃木県,真岡（モオカ）,,2022,08,10,17,00,36.1,4,13,33,4,+4.7,-0.2,88,0,,,0,37.6,4,2022,08,02,38.2,8,2020,08,11,38.2,8,2020,08,11,1978
41361,栃木県,佐野（サノ）,,2022,08,10,17,00,38.4,4,15,25,4,+6.3,0.0,88,0,,,0,39.9,4,2022,07,01,39.9,8,2022,07,01,39.8,8,2020,08,11,1978
41376,栃木県,小山（オヤマ）,,2022,08,10,17,00,36.8,4,13,59,4,+4.7,-0.6,88,0,,,0,38.2,4,2022,06,29,38.9,8,2020,08,11,38.9,8,2020,08,11,1978
42046,群馬県,藤原（フジワラ）,,2022,08,10,17,00,29.5,4,11,14,4,+1.5,-1.4,88,0,,,0,34.1,4,2022,07,02,35.0,8,1994,08,15,35.0,8,1994,08,15,1977
42091,群馬県,みなかみ（ミナカミ）,,2022,08,10,17,00,32.0,4,11,47,4,+3.1,-1.0,88,0,,,0,36.6,4,2022,07,02,36.6,8,2022,07,02,35.8,8,1994,08,15,1977
42121,群馬県,草津（クサツ）,,2022,08,10,17,00,30.3,4,13,41,4,+5.4,+0.7,88,0,,,0,32.0,4,2022,06,29,32.0,8,2022,06,29,31.3,8,2020,08,11,1977
42146,群馬県,沼田（ヌマタ）,,2022,08,10,17,00,35.1,4,12,55,4,+4.1,-1.0,88,0,,,0,37.9,4,2022,06,29,38.1,8,2020,08,11,38.1,8,2020,08,11,1977
42186,群馬県,中之条（ナカノジョウ）,,2022,08,10,17,00,35.1,4,14,13,4,+4.1,+0.2,88,0,,,0,37.8,4,2022,06,29,38.0,8,2020,08,11,38.0,8,2020,08,11,1977
42221,群馬県,田代（タシロ）,,2022,08,10,17,00,29.3,4,14,18,4,+4.4,+0.2,88,0,,,0,31.0,4,2022,06,29,31.0,8,2022,06,29,30.3,8,2018,08,05,1977
42251,群馬県,前橋（マエバシ）,47624,2022,08,10,17,00,37.3,4,15,17,4,+4.9,+0.2,88,0,,,0,39.5,4,2022,06,25,40.0,8,2001,07,24,39.8,8,2020,08,11,1896
42266,群馬県,桐生（キリュウ）,,2022,08,10,17,00,37.3,4,15,03,4,+5.1,-0.4,88,0,,,0,40.4,4,2022,07,01,40.5,8,2020,08,11,40.5,8,2020,08,11,1976
42286,群馬県,上里見（カミサトミ）,,2022,08,10,17,00,36.4,4,14,15,4,+4.5,-0.5,88,0,,,0,38.6,4,2022,06,25,40.3,8,1998,07,04,38.9,8,2020,08,11,1977
42302,群馬県,伊勢崎（イセサキ）,,2022,08,10,17,00,38.3,4,14,13,4,+4.9,+0.1,88,0,,,0,40.3,4,2022,07,01,40.5,8,2020,08,11,40.5,8,2020,08,11,1998
42326,群馬県,西野牧（ニシノマキ）,,2022,08,10,17,00,34.4,4,14,40,4,+3.9,0.0,88,0,,,0,38.1,4,2022,07,01,39.2,8,2020,08,11,39.2,8,2020,08,11,1977
42366,群馬県,館林（タテバヤシ）,,2022,08,10,17,00,38.2,4,14,17,4,+4.8,-0.4,88,0,,,0,39.6,4,2022,07,01,40.3,8,2007,08,16,40.3,8,2007,08,16,1978
42396,群馬県,神流（カンナ）,,2022,08,10,17,00,34.9,4,13,48,4,+5.0,+0.7,88,0,,,0,37.5,4,2022,07,01,38.7,8,1994,07,05,37.3,8,1978,08,22,1977
43051,埼玉県,寄居（ヨリイ）,,2022,08,10,17,00,37.2,4,14,31,4,+4.8,+0.2,88,0,,,0,39.8,4,2022,06,30,39.9,8,2018,07,23,39.5,8,2007,08,15,1977
43056,埼玉県,熊谷（クマガヤ）,47626,2022,08,10,17,00,38.0,4,13,58,4,+5.0,-0.2,88,0,,,0,40.0,4,2022,07,01,41.1,8,2018,07,23,40.9,8,2007,08,16,1896
43126,埼玉県,久喜（クキ）,,2022,08,10,17,00,37.2,4,13,29,4,+4.8,-0.4,88,0,,,0,39.2,4,2022,07,01,39.2,8,2022,07,01,38.9,8,2007,08,16,1977
43156,埼玉県,秩父（チチブ）,47641,2022,08,10,17,00,36.0,4,14,03,4,+4.3,0.0,88,0,,,0,38.4,4,2022,07,01,39.3,8,1994,08,07,39.3,8,1994,08,07,1926
43171,埼玉県,鳩山（ハトヤマ）,,2022,08,10,17,00,38.0,4,14,28,4,+5.3,-0.3,88,0,,,0,40.1,4,2022,07,01,40.2,8,2020,08,11,40.2,8,2020,08,11,1977
43241,埼玉県,さいたま（サイタマ）,,2022,08,10,17,00,35.9,4,13,30,4,+3.5,-0.9,88,0,,,0,38.6,4,2022,07,01,39.3,8,2018,07,23,38.7,8,2020,08,11,1977
43256,埼玉県,越谷（コシガヤ）,,2022,08,10,17,00,35.9,4,14,41,4,+3.2,-0.4,88,0,,,0,39.5,4,2022,08,02,40.4,8,2007,08,16,40.4,8,2007,08,16,1977
43266,埼玉県,所沢（トコロザワ）,,2022,08,10,17,00,34.6,4,13,25,4,+2.8,-1.5,88,0,,,0,38.6,4,2022,08,02,39.8,8,2018,07,23,38.7,8,2007,08,16,1977
44046,東京都,小河内（オゴウチ）,,2022,08,10,17,00,35.0,4,13,42,4,+5.9,-0.5,88,0,,,0,35.5,4,2022,08,09,36.4,8,2002,08,08,36.4,8,2002,08,08,1976
